Species	a	b
Spartonoica_maluroides	1	0	
Speculanas_specularis	1	0	
Spheniscidae_sp	1	0	
Spheniscus_humboldti	1	0	
Spheniscus_magellanicus	1	0	
Spheniscus_mendiculus	1	0	
Sphyrapicus_thyroideus	0	1	
Sphyrapicus_varius_x_nuchalis	0	1	
Sphyrapicus_variusnuchalis	0	1	
Spinus_atratus	1	0	
Spinus_atriceps	0	1	
Spinus_barbatus	1	0	
Spinus_crassirostris	1	0	
Spinus_cucullatus	1	0	
Spinus_magellanicus	1	0	
Spinus_olivaceus	1	0	
Spinus_pinus	0	1	
Spinus_siemiradzkii	1	0	
Spinus_sp_goldfinch_sp	1	1	
Spinus_spinescens	1	0	
Spinus_uropygialis	1	0	
Spinus_xanthogastrus	1	1	
Spinus_yarrellii	1	0	
Spizaetus_isidori	1	0	
Spizella_atrogularis	0	1	
Spizella_breweri	0	1	
Spizella_pusilla	1	1	
Spizella_wortheni	0	1	
Spiziapteryx_circumcincta	1	0	
Sporophila_albogularis	1	0	
Sporophila_ardesiaca	1	0	
Sporophila_bouvreuil	1	0	
Sporophila_bouvronides	1	0	
Sporophila_bouvronideslineola	1	0	
Sporophila_caerulescens	1	0	
Sporophila_castaneiventris	1	0	
Sporophila_cinnamomea	1	0	
Sporophila_collaris	1	0	
Sporophila_falcirostris	1	0	
Sporophila_frontalis	1	0	
Sporophila_hypochroma	1	0	
Sporophila_hypoxantha	1	0	
Sporophila_intermedia	1	0	
Sporophila_leucoptera	1	0	
Sporophila_lineola	1	0	
Sporophila_luctuosa	1	0	
Sporophila_melanogaster	1	0	
Sporophila_murallae	1	0	
Sporophila_nigrorufa	1	0	
Sporophila_palustris	1	0	
Sporophila_peruviana	1	0	
Sporophila_pileata	1	0	
Sporophila_plumbea	1	0	
Sporophila_ruficollis	1	0	
Sporophila_simplex	1	0	
Sporophila_sp	1	0	
Sporophila_telasco	1	0	
Steatornis_caripensis	1	0	
Stephanophorus_diadematus	1	0	
Stephanoxis_lalandi	1	0	
Stercorarius_antarcticus	1	0	
Stercorarius_chilensis	1	0	
Sterna_hirundinacea	1	0	
Sterna_paradisaea	1	0	
Sterna_trudeaui	1	0	
Sterna_vittata	1	0	
Sternoclyta_cyanopectus	1	0	
Sternula_albifrons	1	0	
Sternula_lorata	1	0	
Sternula_superciliaris	1	0	
Stigmatura_[undescribed_form]	1	0	
Stigmatura_budytoides	1	0	
Stigmatura_napensis	1	0	
Streptopelia_turtur	0	1	
Streptoprocne_biscutata	1	0	
Streptoprocne_phelpsi	1	0	
Strix_chacoensis	1	0	
Strix_fulvescens	0	1	
Strix_hylophila	1	0	
Strix_occidentalis	0	1	
Strix_rufipes	1	0	
Sturnella_bellicosa	1	0	
Sturnella_defilippii	1	0	
Sturnella_loyca	1	0	
Sturnella_superciliaris	1	0	
Stymphalornis_acutirostris	1	0	
Sublegatus_modestus	1	0	
Sublegatus_obscurior	1	0	
Suiriri_islerorum	1	0	
Suiriri_suiriri	1	0	
Sula_granti	1	0	
Sula_variegata	1	0	
Sylviorthorhynchus_desmursii	1	0	
Synallaxis_[undescribed_Mantaro_form]	1	0	
Synallaxis_albigularis	1	0	
Synallaxis_albilora	1	0	
Synallaxis_azarae	1	0	
Synallaxis_beverlyae	1	0	
Synallaxis_cabanisi	1	0	
Synallaxis_candei	1	0	
Synallaxis_castanea	1	0	
Synallaxis_cherriei	1	0	
Synallaxis_cinerascens	1	0	
Synallaxis_cinnamomea	1	0	
Synallaxis_courseni	1	0	
Synallaxis_frontalis	1	0	
Synallaxis_fuscorufa	1	0	
Synallaxis_gujanensis	1	0	
Synallaxis_hellmayri	1	0	
Synallaxis_hypochondriaca	1	0	
Synallaxis_hypospodia	1	0	
Synallaxis_infuscata	1	0	
Synallaxis_kollari	1	0	
Synallaxis_macconnelli	1	0	
Synallaxis_maranonica	1	0	
Synallaxis_moesta	1	0	
Synallaxis_propinqua	1	0	
Synallaxis_ruficapilla	1	0	
Synallaxis_rutilans	1	0	
Synallaxis_scutata	1	0	
Synallaxis_sp	1	0	
Synallaxis_spixi	1	0	
Synallaxis_stictothorax	1	0	
Synallaxis_subpudica	1	0	
Synallaxis_tithys	1	0	
Synallaxis_unirufa	1	0	
Synallaxis_whitneyi	1	0	
Synallaxis_zimmeri	1	0	
Syndactyla_dimidiata	1	0	
Syndactyla_guttulata	1	0	
Syndactyla_roraimae	1	0	
Syndactyla_ruficollis	1	0	
Syndactyla_rufosuperciliata	1	0	
Syndactyla_striatus	1	0	
Syndactyla_subalaris	1	1	
Syndactyla_ucayalae	1	0	
Syrigma_sibilatrix	1	0	
Systellura_longirostris	1	0	
Tachornis_furcata	1	0	
Tachornis_squamata	1	0	
Tachuris_rubrigastra	1	0	
Tachycineta_albiventer	1	0	
Tachycineta_leucorrhoa	1	0	
Tachycineta_meyeni	1	0	
Tachycineta_stolzmanni	1	0	
Tachyeres_brachypterus	1	0	
Tachyeres_leucocephalus	1	0	
Tachyeres_patachonicus	1	0	
Tachyeres_pteneres	1	0	
Tachyeres_sp	1	0	
Tachyphonus_coronatus	1	0	
Tachyphonus_cristatus	1	0	
Tachyphonus_phoenicius	1	0	
Tachyphonus_rufiventer	1	0	
Tachyphonus_surinamus	1	0	
Tadorna_tadorna	1	0	
Taeniopygia_guttata	1	0	
Taeniotriccus_andrei	1	0	
Tangara_argyrofenges	1	0	
Tangara_arthus	1	0	
Tangara_callophrys	1	0	
Tangara_cayana	1	0	
Tangara_chilensis	1	0	
Tangara_chrysotis	1	0	
Tangara_cyanicollis	1	0	
Tangara_cyanocephala	1	0	
Tangara_cyanoptera	1	0	
Tangara_cyanotis	1	0	
Tangara_cyanoventris	1	0	
Tangara_desmaresti	1	0	
Tangara_dowii	0	1	
Tangara_fastuosa	1	0	
Tangara_heinei	1	0	
Tangara_johannae	1	0	
Tangara_labradorides	1	0	
Tangara_mexicana	1	0	
Tangara_meyerdeschauenseei	1	0	
Tangara_nigrocincta	1	0	
Tangara_nigroviridis	1	0	
Tangara_palmeri	1	0	
Tangara_parzudakii	1	0	
Tangara_peruviana	1	0	
Tangara_phillipsi	1	0	
Tangara_preciosa	1	0	
Tangara_punctata	1	0	
Tangara_ruficervix	1	0	
Tangara_rufigenis	1	0	
Tangara_rufigula	1	0	
Tangara_schrankii	1	0	
Tangara_seledon	1	0	
Tangara_sp	1	0	
Tangara_varia	1	0	
Tangara_vassorii	1	0	
Tangara_velia	1	0	
Tangara_viridicollis	1	0	
Tangara_vitriolina	1	0	
Tangara_xanthocephala	1	0	
Tangara_xanthogastra	1	0	
Taoniscus_nanus	1	0	
Taphrolesbia_griseiventris	1	0	
Taphrospilus_hypostictus	1	0	
Tarphonomus_certhioides	1	0	
Tarphonomus_harterti	1	0	
Teledromas_fuscus	1	0	
Terenura_maculata	1	0	
Terenura_sicki	1	0	
Terpsiphone_paradisi	0	1	
Tersina_viridis	1	0	
Thalassarche_bulleri	1	0	
Thalassarche_cauta	1	0	
Thalassarche_cautasalvinieremita	1	0	
Thalassarche_chlororhynchos	1	0	
Thalassarche_chrysostoma	1	0	
Thalassarche_eremita	1	0	
Thalassarche_melanophris	1	0	
Thalassarche_salvini	1	0	
Thalassarche_sp	1	0	
Thalasseus_sandvicensis_x_elegans	1	0	
Thalassoica_antarctica	1	0	
Thalurania_furcata	1	0	
Thalurania_glaucopis	1	0	
Thalurania_watertonii	1	0	
Thamnomanes_ardesiacus	1	0	
Thamnomanes_caesius	1	0	
Thamnomanes_saturninus	1	0	
Thamnomanes_schistogynus	1	0	
Thamnophilidae_antbird_sp	1	0	
Thamnophilidae_antwren_sp	1	0	
Thamnophilus_aethiops	1	0	
Thamnophilus_amazonicus	1	0	
Thamnophilus_ambiguus	1	0	
Thamnophilus_aroyae	1	0	
Thamnophilus_bernardi	1	0	
Thamnophilus_caerulescens	1	0	
Thamnophilus_cryptoleucus	1	0	
Thamnophilus_divisorius	1	0	
Thamnophilus_insignis	1	0	
Thamnophilus_melanonotus	1	0	
Thamnophilus_melanothorax	1	0	
Thamnophilus_multistriatus	1	0	
Thamnophilus_murinus	1	0	
Thamnophilus_nigrocinereus	1	0	
Thamnophilus_palliatus	1	0	
Thamnophilus_pelzelni	1	0	
Thamnophilus_praecox	1	0	
Thamnophilus_punctatus	1	0	
Thamnophilus_ruficapillus	1	0	
Thamnophilus_schistaceus	1	0	
Thamnophilus_stictocephalus	1	0	
Thamnophilus_sticturus	1	0	
Thamnophilus_tenuepunctatus	1	0	
Thamnophilus_torquatus	1	0	
Thamnophilus_unicolor	1	0	
Thamnophilus_zarumae	1	0	
Thaumastura_cora	1	0	
Theristicus_caerulescens	1	0	
Theristicus_caudatus	1	0	
Theristicus_melanopis	1	0	
Thinocorus_orbignyianus	1	0	
Thinocorus_rumicivorus	1	0	
Thlypopsis_fulviceps	1	0	
Thlypopsis_inornata	1	0	
Thlypopsis_ornata	1	0	
Thlypopsis_pectoralis	1	0	
Thlypopsis_ruficeps	1	0	
Thlypopsis_sordida	1	0	
Thraupis_cyanocephala	1	0	
Thraupis_cyanoptera	1	0	
Thraupis_glaucocolpa	1	0	
Thraupis_ornata	1	0	
Thraupis_sayaca	1	0	
Threnetes_leucurus	1	0	
Threnetes_niger	1	0	
Thripadectes_flammulatus	1	0	
Thripadectes_holostictus	1	0	
Thripadectes_ignobilis	1	0	
Thripadectes_melanorhynchus	1	0	
Thripadectes_rufobrunneus	0	1	
Thripadectes_scrutator	1	0	
Thripadectes_virgaticeps	1	0	
Thripophaga_amacurensis	1	0	
Thripophaga_berlepschi	1	0	
Thripophaga_cherriei	1	0	
Thripophaga_fusciceps	1	0	
Thripophaga_macroura	1	0	
Thryomanes_bewickii	0	1	
Thryophilus_nicefori	1	0	
Thryophilus_sernai	1	0	
Thryorchilus_browni	0	1	
Tiaris_fuliginosus	1	0	
Tiaris_obscurus	1	0	
Tijuca_atra	1	0	
Tijuca_condita	1	0	
Tinamotis_ingoufi	1	0	
Tinamotis_pentlandii	1	0	
Tinamus_guttatus	1	0	
Tinamus_osgoodi	1	0	
Tinamus_solitarius	1	0	
Tinamus_sp	1	0	
Tinamus_tao	1	0	
Tityra_cayana	1	0	
Todirostrum_chrysocrotaphum	1	0	
Todirostrum_maculatum	1	0	
Todirostrum_pictum	1	0	
Todirostrum_poliocephalum	1	0	
Todirostrum_viridanum	1	0	
Tolmomyias_flaviventris	1	0	
Tolmomyias_poliocephalus	1	0	
Tolmomyias_sp	1	0	
Tolmomyias_traylori	1	0	
Topaza_pella	1	0	
Topaza_pyra	1	0	
Touit_batavicus	1	0	
Touit_huetii	1	0	
Touit_melanonotus	1	0	
Touit_purpuratus	1	0	
Touit_stictopterus	1	0	
Touit_surdus	1	0	
Toxostoma_crissale	0	1	
Toxostoma_curvirostre	0	1	
Toxostoma_ocellatum	0	1	
Trichothraupis_melanops	1	0	
Triclaria_malachitacea	1	0	
Troglodytes_cobbi	1	0	
Troglodytes_monticola	1	0	
Troglodytes_ochraceus	0	1	
Troglodytes_rufociliatus	0	1	
Troglodytes_rufulus	1	0	
Troglodytes_solstitialis	1	0	
Trogon_comptus	1	0	
Trogon_curucui	1	0	
Trogon_mesurus	1	0	
Trogon_personatus	1	0	
Trogon_ramonianus	1	0	
Trogon_surrucura	1	0	
Trogon_violaceus	1	0	
Trogon_viridis	1	0	
Tumbezia_salvini	1	0	
Turdidae_sp	1	0	
Turdus_albicollis	1	0	
Turdus_amaurochalinus	1	0	
Turdus_chiguanco	1	0	
Turdus_falcklandii	1	0	
Turdus_flavipes	1	0	
Turdus_fulviventris	1	0	
Turdus_fumigatus	1	0	
Turdus_fuscater	1	0	
Turdus_haplochrous	1	0	
Turdus_hauxwelli	1	0	
Turdus_ignobilis	1	0	
Turdus_infuscatus	0	1	
Turdus_lawrencii	1	0	
Turdus_leucomelas	1	0	
Turdus_leucops	1	0	
Turdus_maculirostris	1	0	
Turdus_maranonicus	1	0	
Turdus_migratorius	0	1	
Turdus_nigrescens	0	1	
Turdus_nigriceps	1	0	
Turdus_olivater	1	0	
Turdus_plebejus	0	1	
Turdus_reevei	1	0	
Turdus_rufitorques	0	1	
Turdus_rufiventris	1	0	
Turdus_sanchezorum	1	0	
Turdus_serranus	1	0	
Turdus_swalesi	0	1	
Tyranneutes_stolzmanni	1	0	
Tyranneutes_virescens	1	0	
Tyrannopsis_sulphurea	1	0	
Tyrannus_albogularis	1	0	
Tyrannus_niveigularis	1	0	
Tyrannus_vociferans	0	1	
Upucerthia_albigula	1	0	
Upucerthia_dumetaria	1	0	
Upucerthia_jelskii	1	0	
Upucerthia_saturatior	1	0	
Upucerthia_sp	1	0	
Upucerthia_validirostris	1	0	
Urochroa_bougueri	1	0	
Uromyias_agilis	1	0	
Uromyias_agraphia	1	0	
Uropelia_campestris	1	0	
Uropsalis_lyra	1	0	
Uropsalis_segmentata	1	0	
Urosticte_benjamini	1	0	
Urosticte_ruficrissa	1	0	
Urothraupis_stolzmanni	1	0	
Vanellus_cayanus	1	0	
Vanellus_chilensis	1	0	
Vanellus_resplendens	1	0	
Veniliornis_affinis	1	0	
Veniliornis_callonotus	1	0	
Veniliornis_cassini	1	0	
Veniliornis_chocoensis	1	0	
Veniliornis_dignus	1	0	
Veniliornis_frontalis	1	0	
Veniliornis_lignarius	1	0	
Veniliornis_maculifrons	1	0	
Veniliornis_mixtus	1	0	
Veniliornis_nigriceps	1	0	
Veniliornis_passerinus	1	0	
Veniliornis_sanguineus	1	0	
Veniliornis_spilogaster	1	0	
Vireo_carmioli	0	1	
Vireo_leucophrys	1	1	
Vireo_masteri	1	0	
Vireo_nelsoni	0	1	
Vireolanius_leucotis	1	0	
Vultur_gryphus	1	0	
Wetmorethraupis_sterrhopteron	1	0	
Willisornis_poecilinotus	1	0	
Willisornis_vidua	1	0	
Xanthopsar_flavus	1	0	
Xenerpestes_singularis	1	0	
Xenodacnis_parina	1	0	
Xenoglaux_loweryi	1	0	
Xenoligea_montana	0	1	
Xenopipo_atronitens	1	0	
Xenopipo_flavicapilla	1	0	
Xenopipo_unicolor	1	0	
Xenopipo_uniformis	1	0	
Xenops_rutilans	1	0	
Xenops_tenuirostris	1	0	
Xenopsaris_albinucha	1	0	
Xenospingus_concolor	1	0	
Xenospiza_baileyi	0	1	
Xenotriccus_mexicanus	0	1	
Xiphocolaptes_albicollis	1	0	
Xiphocolaptes_falcirostris	1	0	
Xiphocolaptes_major	1	0	
Xiphocolaptes_promeropirhynchus	1	1	
Xipholena_atropurpurea	1	0	
Xipholena_lamellipennis	1	0	
Xipholena_punicea	1	0	
Xiphorhynchus_elegans	1	0	
Xiphorhynchus_fuscus	1	0	
Xiphorhynchus_guttatus	1	0	
Xiphorhynchus_obsoletus	1	0	
Xiphorhynchus_ocellatus	1	0	
Xiphorhynchus_pardalotus	1	0	
Xiphorhynchus_sp	1	0	
Xiphorhynchus_spixii	1	0	
Xiphorhynchus_triangularis	1	0	
Xolmis_cinereus	1	0	
Xolmis_coronatus	1	0	
Xolmis_dominicanus	1	0	
Xolmis_irupero	1	0	
Xolmis_pyrope	1	0	
Xolmis_rubetra	1	0	
Xolmis_salinarum	1	0	
Xolmis_velatus	1	0	
Zaratornis_stresemanni	1	0	
Zebrilus_undulatus	1	0	
Zeledonia_coronata	0	1	
Zenaida_auriculata	1	0	
Zenaida_galapagoensis	1	0	
Zenaida_meloda	1	0	
Zimmerius_acer	1	0	
Zimmerius_albigularis	1	0	
Zimmerius_bolivianus	1	0	
Zimmerius_chrysops	1	0	
Zimmerius_cinereicapilla	1	0	
Zimmerius_gracilipes	1	0	
Zimmerius_sp	1	0	
Zimmerius_villarejoi	1	0	
Zimmerius_viridiflavus	1	0	
Zonotrichia_atricapilla	1	0	
Zonotrichia_capensis	1	1	
